Verb,Function,Level_1,Level_2,Level_3,
证明,,运动与变化,判断,显示,
示意,,社会活动,社交,表达,
怜悯,,生物活动,心理活动,爱护,
器重,,生物活动,心理活动,关注,
立,,生物活动,肢体动作,放置,
立,,生物活动,肢体动作,坐立,
立,,生物活动,心理活动,犹豫决意,
立,,社会活动,管理,建立,
立,,社会活动,帮助,协商,
习以为常,,生物活动,心理活动,喜欢,
习以为常,,性质与状态,性质,常异,
爱恋,,生物活动,心理活动,喜欢,
青睐,,生物活动,心理活动,关注,
赞同,,生物活动,心理活动,反对赞成,
不足,,生物活动,心理活动,应该能够,
不足,,社会活动,经贸,积累,
表露,,社会活动,社交,表达,
鞠,,生物活动,全身动作,行礼,
述说,,社会活动,社交,表达,
惧怕,,生物活动,心理活动,害怕,
管教,,生物活动,生活工作,参与,
管教,,社会活动,文教,教学,
解决,,社会活动,战争,攻占,
解决,,运动与变化,数量变化,消除,
报道,,社会活动,文教,写作,
怨恨,,生物活动,心理活动,厌恶,
充耳不闻,,生物活动,心理活动,忽视,
选择,,生物活动,生活工作,使用,
询问,,社会活动,社交,表达,
装,,生物活动,肢体动作,包扎,
装,,生物活动,表情,假装,
装,,社会活动,生产,建造,
装,,社会活动,交通,运输,
装,,社会活动,文教,演出,
设限,,社会活动,争斗,纠缠,
参与,,生物活动,生活工作,参与,
占领,,社会活动,战争,攻占,
喊叫,,生物活动,头部动作,叫喊,
眨眼,,生物活动,头部动作,眼动,
嗤之以鼻,,生物活动,心理活动,忽视,
反,,社会活动,战争,斗争,
贡献,,社会活动,帮助,赠送,
破坏,,社会活动,争斗,侵害,
议论,,社会活动,争斗,辩说,
叙述,,社会活动,社交,表达,
不以为意,,生物活动,心理活动,忽视,
介意,,生物活动,心理活动,愿意,
倾吐,,社会活动,社交,说话,
顺从,,社会活动,帮助,协商,
挑战,,社会活动,战争,进攻,
改,,生物活动,生活工作,造福补救,
改,,社会活动,文教,写作,
改,,运动与变化,物态变化,变化,
吃,,生物活动,头部动作,吃喝,
吃,,生物活动,际遇,遭灾,
寄托,,社会活动,社交,请求,
寄托,,运动与变化,判断,导致,
出售,,社会活动,经贸,买卖,
惩罚,,社会活动,司法,惩办,
跪,,生物活动,全身动作,行礼,
赞不绝口,,社会活动,社交,赞赏-祝贺-劝慰,
落实,,运动与变化,事态变化,结束,
怜爱,,生物活动,心理活动,喜欢,
蔑视,,生物活动,心理活动,忽视,
无所谓,,生物活动,心理活动,忽视,
无所谓,,性质与状态,性质,主次,
下毒,,社会活动,司法,违法,
招呼,,生物活动,头部动作,叫喊,
招呼,,社会活动,战争,进攻,
招呼,,社会活动,帮助,照顾,
叮咛,,社会活动,社交,表达,
描写,,社会活动,社交,表达,
报,,社会活动,管理,批准,
报,,社会活动,社交,表达,
报,,社会活动,争斗,决裂,
冲击,,运动与变化,方位变化,接触,
达到,,运动与变化,事态变化,结束,
关闭,,生物活动,际遇,失败,
关闭,,运动与变化,方位变化,伸缩,
援助,,社会活动,帮助,帮助,
释怀,,生物活动,心理活动,安心,
达,,性质与状态,才品,进守,
办,,社会活动,管理,处理,
办,,社会活动,管理,建立,
办,,社会活动,经贸,买卖,
办,,社会活动,司法,惩办,
忠心耿耿,,性质与状态,才品,诚伪,
热心,,性质与状态,才品,谦傲,
另眼相看,,生物活动,心理活动,关注,
举起,,生物活动,肢体动作,举抬,
耍,,生物活动,生活工作,娱乐,
耍,,社会活动,争斗,欺负瞒骗,
扫,,生物活动,肢体动作,洗擦浇汲,
指出,,社会活动,社交,表达,
拉动,,生物活动,肢体动作,拉扯,
屈服,,社会活动,争斗,动武,
翻,,生物活动,肢体动作,摆弄,
翻,,生物活动,肢体动作,跳跃,
翻,,社会活动,生产,建造,
翻,,社会活动,文教,阅读,
翻,,社会活动,文教,写作,
踢,,生物活动,肢体动作,蹬踢,
发问,,社会活动,社交,表达,
封锁,,社会活动,争斗,纠缠,
起疑,,生物活动,心理活动,相信怀疑,
疏远,,性质与状态,性质,亲疏,
谈论,,社会活动,社交,说话,
致命,,性质与状态,性质,重轻,
想念,,生物活动,心理活动,回忆,
服气,,生物活动,心理活动,反对赞成,
所谓,,运动与变化,判断,是作,
一往情深,,生物活动,心理活动,喜欢,
误会,,生物活动,生活工作,惹事,
发布,,社会活动,管理,宣布,
后悔,,生物活动,心理活动,醒悟,
宣告,,社会活动,管理,宣布,
漠不关心,,生物活动,心理活动,忽视,
漠不关心,,性质与状态,才品,谦傲,
失礼,,社会活动,社交,问候,
失礼,,性质与状态,才品,谦傲,
拜,,生物活动,全身动作,行礼,
拜,,社会活动,管理,任免,
拜,,社会活动,社交,赞赏-祝贺-劝慰,
拜,,性质与状态,才品,谦傲,
丢,,生物活动,肢体动作,放置,
丢,,生物活动,际遇,迷失,
诉,,社会活动,社交,说话,
迁就,,社会活动,帮助,协商,
留意,,生物活动,心理活动,关注,
叮嘱,,社会活动,社交,表达,
希望,,生物活动,心理活动,希望,
收费,,社会活动,经贸,投资,
售,,社会活动,经贸,买卖,
留情,,生物活动,心理活动,爱护,
纵容,,社会活动,争斗,结伙,
直说,,社会活动,社交,说话,
自信,,生物活动,心理活动,相信怀疑,
盯,,生物活动,头部动作,看听嗅,
盯,,生物活动,生活工作,走动,
不解,,生物活动,心理活动,沉迷,
敬仰,,生物活动,心理活动,反对赞成,
占有,,运动与变化,判断,有无,
指,,生物活动,肢体动作,摆弄,
指,,运动与变化,判断,是作,
转,,运动与变化,方位变化,转动,
转,,运动与变化,物态变化,变化,
钟爱,,生物活动,心理活动,喜欢,
进入,,生物活动,生活工作,走动,
维护,,社会活动,帮助,照顾,
鄙夷,,生物活动,心理活动,忽视,
宣称,,社会活动,社交,表达,
增资,,运动与变化,数量变化,增加,
举行,,运动与变化,事态变化,进行,
怀恨在心,对待,生物活动,心理活动,厌恶,
记忆犹新,,生物活动,心理活动,回忆,
感恩,,社会活动,社交,感谢道歉,
挤,,生物活动,肢体动作,按触,
挤,,性质与状态,情状,闹静,
会,,生物活动,心理活动,应该能够,
不同,,运动与变化,判断,不同,
轻蔑,,生物活动,心理活动,忽视,
否定,,社会活动,社交,表达,
睁,,生物活动,头部动作,眼动,
开发,,社会活动,经贸,出纳,
开发,,社会活动,生产,耕作,
办理,,社会活动,管理,处理,
玩,,生物活动,生活工作,娱乐,
掉以轻心,,性质与状态,才品,慎疏,
扶持,,生物活动,肢体动作,拿掀,
扶持,,社会活动,帮助,帮助,
扑,,生物活动,肢体动作,按触,
扑,,生物活动,全身动作,倚靠,
扑,,运动与变化,方位变化,接触,
亲切,,性质与状态,性质,亲疏,
哭,,生物活动,表情,哭笑,
惊讶,,生物活动,心理活动,害怕,
警告,,社会活动,文教,教学,
鄙视,,生物活动,心理活动,忽视,
感激涕零,,社会活动,社交,感谢道歉,
启发,,社会活动,文教,教学,
愤怒,,生物活动,心理活动,愤怒,
增,,运动与变化,数量变化,增加,
发泄,,生物活动,生活工作,娱乐,
支援,,社会活动,帮助,帮助,
拒,,社会活动,战争,抵抗,
拒,,社会活动,帮助,协商,
看待,,社会活动,社交,介绍,
明白,,生物活动,心理活动,了解,
明白,,性质与状态,性质,显隐,
明白,,性质与状态,才品,智愚,
追,,生物活动,生活工作,走动,
追,,生物活动,生活工作,婚恋,
精通,,生物活动,心理活动,了解,
认可,,生物活动,心理活动,反对赞成,
认可,,社会活动,管理,议决,
心动,,生物活动,心理活动,喜欢,
工作,,生物活动,生活工作,就业,
残忍,,性质与状态,才品,善恶,
憎恶,,生物活动,心理活动,厌恶,
鼓舞,,社会活动,社交,赞赏-祝贺-劝慰,
学,,社会活动,文教,学习,
成为,,运动与变化,物态变化,变化,
诉苦,,社会活动,社交,说话,
具备,,运动与变化,判断,有无,
进攻,,社会活动,战争,进攻,
促进,,运动与变化,事态变化,进行,
放开,,生物活动,肢体动作,放置,
恭维,,社会活动,争斗,结伙,
放宽,,运动与变化,数量变化,减少,
绽开,,生物活动,生理活动,生长,
诅咒,,社会活动,争斗,辩说,
描绘,,社会活动,文教,绘画,
描绘,,社会活动,社交,表达,
嚷嚷,,生物活动,头部动作,叫喊,
嚷嚷,,性质与状态,情状,闹静,
动用,,生物活动,生活工作,使用,
挑,,生物活动,肢体动作,举抬,
挑,,生物活动,肢体动作,切割,
挑,,生物活动,生活工作,起居,
挑,,生物活动,生活工作,使用,
挑,,社会活动,争斗,决裂,
拱手,,生物活动,肢体动作,握手,
竖起,,生物活动,肢体动作,放置,
好事,,生物活动,生活工作,惹事,
高,,运动与变化,判断,不同,
高,,性质与状态,形貌,高矮,
高,,性质与状态,性质,好坏,
不闻不问,,生物活动,心理活动,忽视,
存疑,,生物活动,心理活动,沉迷,
倾倒,,生物活动,心理活动,反对赞成,
倾倒,,社会活动,社交,说话,
倾倒,,运动与变化,方位变化,垂陷落塌,
揖,,生物活动,全身动作,行礼,
合适,,性质与状态,性质,对错,
得到,,运动与变化,事态变化,结束,
一视同仁,,生物活动,心理活动,关注,
一视同仁,,性质与状态,才品,公私,
知情,,生物活动,心理活动,了解,
符合,,运动与变化,判断,相配,
许诺,,社会活动,帮助,协商,
明确,,性质与状态,性质,显隐,
拍,,生物活动,肢体动作,按触,
拍,,社会活动,文教,拍摄,
溺爱,,生物活动,心理活动,喜欢,
怒吼,,生物活动,头部动作,叫喊,
致,,运动与变化,判断,导致,
亲热,,性质与状态,性质,亲疏,
低头,,生物活动,头部动作,头动,
低头,,社会活动,争斗,动武,
仇恨,,生物活动,心理活动,厌恶,
上瘾,,生物活动,心理活动,喜欢,
涉及,,运动与变化,判断,相关,
引导,,社会活动,文教,教学,
外行,,性质与状态,才品,勤怠,
规范,,性质与状态,性质,对错,
规范,,性质与状态,性质,正规业余,
投降,,社会活动,战争,投降,
投降,,社会活动,争斗,动武,
仁慈,,性质与状态,才品,善恶,
扮鬼脸,,生物活动,表情,假装,
垂青,,生物活动,心理活动,关注,
唠叨,,社会活动,社交,说话,
射,,生物活动,肢体动作,放置,
射,,运动与变化,自然现象变化,照射发光,
射,,运动与变化,方位变化,流动浸泡,
伸,,运动与变化,方位变化,伸缩,
吸引,,运动与变化,判断,导致,
反抗,,社会活动,战争,抵抗,
增强,,运动与变化,数量变化,增加,
干预,,社会活动,社交,表达,
找,,生物活动,生活工作,走动,
找,,社会活动,帮助,取予,
取,,生物活动,肢体动作,拿掀,
定,,社会活动,经贸,买卖,
嘱咐,,社会活动,社交,表达,
皱眉,,生物活动,头部动作,眼动,
友好,,性质与状态,性质,亲疏,
绽,,生物活动,生理活动,生长,
绽,,运动与变化,物态变化,损坏,
专注,,生物活动,心理活动,关注,
取消,,社会活动,管理,禁止,
倾慕,,生物活动,心理活动,反对赞成,
恨之入骨,,生物活动,心理活动,厌恶,
袭击,,社会活动,战争,进攻,
推动,,运动与变化,事态变化,进行,
歧视,,生物活动,心理活动,忽视,
优待,,社会活动,社交,介绍,
预期,,生物活动,心理活动,估测,
安慰,,生物活动,心理活动,安心,
安慰,,社会活动,社交,赞赏-祝贺-劝慰,
赏识,,生物活动,心理活动,关注,
处置,,社会活动,管理,处理,
处置,,社会活动,司法,惩办,
不错,,性质与状态,性质,常异,
公布,,社会活动,管理,宣布,
严格,,性质与状态,才品,公私,
赞许,,社会活动,社交,赞赏-祝贺-劝慰,
严厉,,性质与状态,才品,公私,
顾忌,,生物活动,心理活动,悲伤,
贸易,,社会活动,经贸,贸易,
评估,,社会活动,管理,调查考评,
处于,,运动与变化,判断,处于,
恼火,,生物活动,心理活动,愤怒,
运用,,生物活动,生活工作,使用,
警惕,,生物活动,心理活动,关注,
制约,,社会活动,争斗,纠缠,
侵略,,社会活动,战争,攻占,
受到,,生物活动,际遇,遭灾,
嘀咕,,生物活动,心理活动,相信怀疑,
嘀咕,,社会活动,社交,说话,
申请,,社会活动,管理,批准,
发牢骚,,生物活动,心理活动,厌恶,
讲解,,社会活动,文教,教学,
恼怒,,生物活动,心理活动,愤怒,
帮,,社会活动,帮助,帮助,
斗争,,生物活动,生活工作,生活,
斗争,,社会活动,战争,斗争,
致以,,社会活动,社交,表达,
致以,,运动与变化,判断,导致,
把关,,社会活动,管理,调查考评,
这样,,,,,
参加,,生物活动,生活工作,参与,
补充,,运动与变化,数量变化,增加,
穿,,生物活动,肢体动作,穿脱,
穿,,社会活动,交通,经抵,
感动,,生物活动,心理活动,激动,
灌输,,生物活动,肢体动作,洗擦浇汲,
灌输,,社会活动,生产,耕作,
灌输,,社会活动,文教,教学,
小心,,生物活动,心理活动,关注,
小心,,性质与状态,才品,慎疏,
谴责,,社会活动,社交,批评,
予,,运动与变化,判断,导致,
熟,,生物活动,生理活动,生长,
熟,,性质与状态,性状,生熟,
熟,,性质与状态,性质,重轻,
熟,,性质与状态,性质,亲疏,
熟,,性质与状态,才品,勤怠,
奖励,,社会活动,管理,奖惩,
照,,社会活动,文教,拍摄,
照,,运动与变化,自然现象变化,照射发光,
适宜,,性质与状态,性质,对错,
刮目相看,,生物活动,心理活动,关注,
